"Year","Track"
"1971","youve lost that loving feeling"
"1971","touch"
"1971","tightrope ride"
"1971","ill erase away your pain"
"1971","what you see is what you get"
"1971","wholesale love"
"1971","keep the customer satisfied"
"1971","be nice to me"
"1971","youre the one for me"
"1971","give it to me"
"1971","california kid and reemo"
"1971","are you my woman tell me so"
"1971","life is a carnival"
"1971","when my little girl is smiling"
"1971","hot love"
"1971","its up to you petula"
"1971","heartbreak hotel"
"1971","freedom comes freedom goes"
"1971","freedom"
"1971","la goodbye"
"1971","i dont need no doctor live"
"1971","deep enough for me"
"1971","dont try to lay no boogiewoogie on this king of rock and roll"
"1971","youre a big girl now"
"1971","lisa listen to me"
"1971","military madness"
"1971","your love means everything to me"
"1971","mixed up guy"
"1971","oh singer"
"1971","one night stand"
"1971","dolly dagger"
"1971","everything is good about you"
"1971","pin the tail on the donkey"
"1971","indian summer"
"1971","oneway ticket"
"1971","holly holy"
"1971","im coming home"
"1971","the animal trainer and the toad"
"1971","hill where the lord hides"
"1971","ride a white swan"
"1971","try some buy some"
"1971","reach out your hand"
"1971","like an open door"
"1971","youre the one"
"1971","never dreamed youd leave in summer"
"1971","you send me"
"1971","fool me"
"1971","red eye blues"
"1971","get it while you can"
"1971","mother"
"1971","i need you"
"1971","the look of love"
"1971","id rather love you"
"1971","make me happy"
"1971","suspicious minds"
"1971","problem child"
"1971","midnight man"
"1971","i say a little prayerby the time i get to phoenix medley"
"1971","nickel song"
"1971","walk right up to the sun"
"1971","didnt it look so easy"
"1971","its the real thing part "
"1971","flim flam man"
"1971","we got a dream"
"1971","a song for you"
"1971","a mama and a papa"
"1971","hed rather have the rain"
"1971","i dig everything about you"
"1971","love makes the world go round"
"1971","and i love you so"
"1971","amanda"
"1971","tell mama"
"1971","sing high  sing low"
"1971","gonna be alright now"
"1971","slipped tripped and fell in love"
"1971","handbags and gladrags"
"1971","no good to cry"
"1971","day by day every minute of the hour"
"1971","where are we going"
"1971","sea cruise"
"1971","give up your guns"
"1971","top forty"
"1971","celia of the seals"
"1971","i pity the fool"
"1971","how did we lose it baby"
"1971","hot pantsim coming coming im coming"
"1971","we got to live together  part "
"1971","i need someone to love me"
"1971","tulsa"
"1971","i dont wanna lose you"
"1971","love makes the world go round"
"1971","are you old enough"
"1971","the girl who loved me when"
"1971"," kansas city"
"1971","im girl scoutin"
"1971","its so hard for me to say goodbye"
"1971","mother natures wine"
"1971","long promised road"
"1971","jumpin jack flash live"
"1971","well have it made"
"1971","spinning wheel part i"
"1971","soldiers last letter"
"1971","my sweet lord"
"1971","way back home"
"1971","help the poor instrumental"
"1971","solo"
"1971","wear this ring with love"
"1971","baby im yours"
"1971","there it goes again"
"1971","bell bottom blues"
"1971","you and your folks me and my folks"
"1971","shes all i got"
"1971","help me make it through the night"
"1971","bright lights big city"
"1971","hymn "
"1971","take my hand"
"1971","everythings alright"
"1971","revival love is everywhere"
"1971","the glory of love"
"1971","its about time"
"1971","be my baby"
"1971","a long time a long way to go"
"1971","chirpy chirpy cheep cheep"
"1971","i bet he dont love you like i love you"
"1971","beginning to feel the pain"
"1971","love is life"
"1971","california earthquake"
"1971","were all going home"
"1971","super highway"
"1971","empty arms"
"1971","adrienne"
"1971","can you get that"
"1971","now im a woman"
"1971","walk easy my son"
"1971","carolina day"
"1971","your love is so doggone good"
"1971","all my hard times"
"1971","carey"
"1971","when you dance i can really love"
"1971","mandrill"
"1971","you just cant win by making the same mistake"
"1971","i wanna be free"
"1971","im just me"
"1971","a part of you"
"1971","banks of the ohio"
"1971","love me"
"1971","caught in a dream"
"1971","you keep me holding on"
"1971","olena"
"1971","desdemona"
"1971","when you get right down to it"
"1971","fly little white dove fly"
"1971","if its alright with you"
"1971","love me"
"1971","i want to pay you back for loving me"
"1971","im so glad"
"1971","love is funny that way"
"1971","call me up in dreamland"
"1971","medley from superstar a rock opera"
"1971","music is love"
"1971","valerie"
"1971","the electronic magnetism thats heavy baby"
"1971","mare take me home"
"1971","one mans leftovers is another mans feast"
"1971","loves made a fool of you"
"1971","ill be home"
"1971","i got to tell somebody"
"1971","stop in the name of love"
"1971","california on my mind"
"1971","near you"
"1971","lookin back"
"1971","puff of smoke"
"1971","i cant stop"
"1971","solution for pollution"
"1971","i been moved"
"1971","wild world"
"1971","good enough to be your wife"
"1971","black seeds keep on growing"
"1971","that evil child"
"1971","maria you were the only one"
"1971","youve got to earn it"
"1971","be good to me baby"
"1971","im sorry"
"1971","my heart is yours"
"1971","im gonna be a country girl again"
"1971","summer side of life"
"1971","tell me why"
"1971","happy"
"1971","lucky me"
"1971","theres so much love all around me"
"1971","been too long on the road"
"1971","coco"
"1971","i dont know how to love himeverythings alright medley"
"1971","the sound of silence"
"1971","i was wondering"
"1971","what about me"
"1971","san bernardino"
"1971","the language of love"
"1971","were friends by day and lovers by night"
"1971","medley from superstar a rock opera"
"1970","bridge over troubled water"
"1970","ill be there"
"1970","raindrops keep fallin on my head"
"1970","they long to be close to you"
"1970","my sweet lord"
"1970","isnt it a pity"
"1970","i think i love you"
"1970","aint no mountain high enough"
"1970","american woman"
"1970","no sugar tonight"
"1970","war"
"1970","let it be"
"1970","the tears of a clown"
"1970","mama told me not to come"
"1970","abc"
"1970","the love you save"
"1970","i found that girl"
"1970","thank you falettinme be mice elf agin"
"1970","everybody is a star"
"1970","everything is beautiful"
"1970","the long and winding road"
"1970","for you blue"
"1970","make it with you"
"1970","i want you back"
"1970","venus"
"1970","cracklin rosie"
"1970","weve only just begun"
"1970","one less bell to answer"
"1970","which way you goin billy"
"1970","travelin band"
"1970","wholl stop the rain"
"1970","lookin out my back door"
"1970","long as i can see the light"
"1970","hey there lonely girl"
"1970","the rapper"
"1970","vehicle"
"1970","ball of confusion thats what the world is today"
"1970","fire and rain"
"1970","spirit in the sky"
"1970","instant karma we all shine on"
"1970","gypsy woman"
"1970","candida"
"1970","greeneyed lady"
"1970","signed sealed delivered im yours"
"1970","love on a twoway street"
"1970","band of gold"
"1970","spill the wine"
"1970","turn back the hands of time"
"1970","in the summertime"
"1970","give me just a little more time"
"1970","patches"
"1970","get ready"
"1970","rainy night in georgia"
"1970","whole lotta love"
"1970","all right now"
"1970","ride captain ride"
"1970","cecilia"
"1970"," or  to "
"1970","up around the bend"
"1970","run through the jungle"
"1970","love grows where my rosemary goes"
"1970","julie do ya love me"
"1970","indiana wants me"
"1970","hitchin a ride"
"1970","without love there is nothing"
"1970","no time"
"1970","ma belle amie"
"1970","love or let me be lonely"
"1970","lay down candles in the rain"
"1970","ill never fall in love again"
"1970","dont cry daddy"
"1970","rubberneckin"
"1970","the letter"
"1970","come and get it"
"1970","stoned love"
"1970","he aint heavy hes my brother"
"1970","house of the rising sun"
"1970","tighter tighter"
"1970","i know im losing you"
"1970","psychedelic shack"
"1970","ooh child"
"1970","no matter what"
"1970","snowbird"
"1970","somebodys been sleeping"
"1970","if you let me make love to you then why cant i touch you"
"1970","jam up jelly tight"
"1970","montego bay"
"1970","the wonder of you"
"1970","mama liked the roses"
"1970","lola"
"1970","make me smile"
"1970","heaven help us all"
"1970","easy come easy go"
"1970","evil ways"
"1970","la la la if i had you"
"1970","i just cant help believing"
"1970","gimme dat ding"
"1970","reflections of my life"
"1970","share the land"
"1970","arizona"
"1970","midnight cowboy"
"1970","didnt i blow your mind this time"
"1970","jingle jangle"
"1970","up the ladder to the roof"
"1970","its only make believe"
"1970","it dont matter to me"
"1970","still water love"
"1970","woodstock"
"1970","you dont have to say you love me"
"1970","patch it up"
"1970","dont play that song"
"1970","cry me a river"
"1970","somethings burning"
"1970","  years of love"
"1970","lay a little lovin on me"
"1970","walk a mile in my shoes"
"1970","groovy situation"
"1970","the bells"
"1970","see me feel me"
"1970","express yourself"
"1970","early in the morning"
"1970","for the love of him"
"1970","call me"
"1970","son of a preacher man"
"1970","daughter of darkness"
"1970","my baby loves lovin"
"1970","united we stand"
"1970","super bad part   part "
"1970","hideho"
"1970","its a shame"
"1970","engine number "
"1970","are you ready"
"1970","look what theyve done to my song ma"
"1970","a song of joy himmo a la alegria"
"1970","ohio"
"1970","i who have nothing"
"1970","the thrill is gone"
"1970","out in the country"
"1970","celebrate"
"1970","get up i feel like being like a sex machine part i"
"1970","teach your children"
"1970","kentucky rain"
"1970","overture from tommy a rock opera"
"1970","love land"
"1970","winter world of love"
"1970","rubber duckie"
"1970","hand me down world"
"1970","come saturday morning"
"1970","be my baby"
"1970","tell it all brother"
"1970","after midnight"
"1970","el condor pasa"
"1970","evil woman dont play your games with me"
"1970","walkin in the rain"
"1970","honey come back"
"1970","what is truth"
"1970","he aint heavy hes my brother"
"1970","long lonesome highway"
"1970","reach out and touch somebodys hand"
"1970","question"
"1970","gotta hold on to this feeling"
"1970","joanne"
"1970","blowing away"
"1970","little green bag"
"1970","mississippi queen"
"1970","everybodys got the right to love"
"1970","solitary man"
"1970","youre the one  part "
"1970","neanderthal man"
"1970","god love and rock  roll"
"1970","oh me oh my im a fool for you baby"
"1970","closer to home"
"1970","yellow river"
"1970","tennessee bird walk"
"1970","she"
"1970","baby take me in your arms"
"1970","spirit in the dark"
"1970","westbound "
"1970","deeper and deeper"
"1970","hey mister sun"
"1970","stand by your man"
"1970","shilo"
"1970","its all in the game"
"1970","aint it funky now part i"
"1970","puppet man"
"1970","sugar sugar"
"1970","long long time"
"1970","up on cripple creek"
"1970","wonderful world beautiful people"
"1970","cant stop loving you"
"1970","silver bird"
"1970","you need love like i do dont you"
"1970","lets work together"
"1970","everybodys out of town"
"1970","never had a dream come true"
"1970","summertime blues"
"1970","save the country"
"1970","always something there to remind me"
"1970","all i have to do is dream"
"1970","check out your mind"
"1970","do the funky chicken"
"1970","viva tirado part "
"1970","thats where i went wrong"
"1970","lucretia mac evil"
"1970","maybe"
"1970","big yellow taxi"
"1970","she came in through the bathroom window"
"1970","our house"
"1970","cold turkey"
"1970","the sly slick and the wicked"
"1970","soolaimon african trilogy ii"
"1970","as the years go by"
"1970","fancy"
"1970","airport love theme gwen and vern"
"1970","lets work together part "
"1970","peace will come according to plan"
"1970","ive lost you"
"1970","the next step is love"
"1970","mississippi"
"1970","its a new day part   part "
"1970","do you see my love for you growing"
"1970","let me go to him"
"1970","brother rapp parts   part "
"1970","only love can break your heart"
"1970","she belongs to me"
"1970","heed the call"
"1970","ungena za ulimwengu unite the world"
"1970","i want to take you higher"
"1970","breaking up is hard to do"
"1970","im not my brothers keeper"
"1970","one tin soldier"
"1970","baby hold on"
"1970","hey lawdy mama"
"1970","go back"
"1970","do it"
"1970","jennifer tomkins"
"1970","if i were a carpenter"
"1970","do what you wanna do"
"1970","point it out"
"1970","border song holy moses"
"1970","you and me"
"1970","steal away"
"1970","make it easy on yourself"
"1970","everythings tuesday"
"1970","i want to take you higher"
"1970","youve got me dangling on a string"
"1970","i am somebody part "
"1970","come running"
"1970","temma harbour"
"1970","cupid"
"1970","monster"
"1970","oh happy day"
"1970","let a man come in and do the popcorn part "
"1970","whos your baby"
"1970","the end of our road"
"1970","trying to make a fool of me"
"1970","when julie comes around"
"1970","how can i forget"
"1970","wigwam"
"1970","okie from muskogee"
"1970","lets give adam and eve another chance"
"1970","new world coming"
"1970","i stand accused"
"1970","my woman my woman my wife"
"1970","i cant leave your love alone"
"1970","only you know and i know"
"1970","oh what a day"
"1970","take a look around"
"1970","love bones"
"1970","the girls song"
"1970","soul shake"
"1970","my marie"
"1970","paper mache"
"1970","mighty joe"
"1970","and the grass wont pay no mind"
"1970","walking through the country"
"1970","if i didnt care"
"1970","miss america"
"1970","the seeker"
"1970","california girl"
"1970","gotta get back to you"
"1970","tonight ill say a prayer"
"1970","part time love"
"1970","aint that loving you for more reasons than one"
"1970","chains and things"
"1970","when we get married"
"1970","good guys only win in the movies"
"1970","dont it make you want to go home"
"1970","america communicate with me"
"1970","canned ham"
"1970","my elusive dreams"
"1970","sunday morning coming down"
"1970","whos gonna take the blame"
"1970","ive gotta make you love me"
"1970","i could write a book"
"1970","if i never knew your name"
"1970","sweetheart"
"1970","morning"
"1970","freedom blues"
"1970","come to me"
"1970","tracesmemories medley"
"1970","how about a little hand for the boys in the band"
"1970","i do take you"
"1970","dont stop now"
"1970","since i dont have you"
"1970","hummingbird"
"1970","easy to be free"
"1970","were all playing in the same band"
"1970","fresh air"
"1970","we can make music"
"1970","so close"
"1970","stealing in the name of the lord"
"1970","pearl"
"1970","the touch of you"
"1970","mongoose"
"1970","to the other woman im the other woman"
"1970","seems like i gotta do wrong"
"1970","chicken strut"
"1970","i dont wanna cry"
"1970","the onion song"
"1970","stir it up and serve it"
"1970","you make me real"
"1970","roadhouse blues"
"1970","its all in your mind"
"1970","so much love"
"1970","i just wanna keep it together"
"1970","rainbow"
"1970","into the mystic"
"1970","cant help falling in love"
"1970","open up my heart"
"1970","nadine"
"1970","hold on"
"1970","children"
"1970","funky drummer part "
"1970","a little bit of soap"
"1970","baby i need your loving"
"1970","my wife the dancer"
"1970","cinnamon girl"
"1970","dont try to lay no boogie woogie on the king of rock and roll"
"1970","everything a man could ever need"
"1970","you got me hummin"
"1970","ill be right here"
"1970","whoever finds this i love you"
"1970","im so glad i fell for you"
"1970","until its time for you to go"
"1970","when you get right down to it"
"1970","ace of spade"
"1970","ticket to ride"
"1970","moon walk part "
"1970","hum a song from your heart"
"1970","who needs ya"
"1970","on the beach in the summertime"
"1970","so excited"
"1970","the cat walk"
"1970","cinnamon girl"
"1970","riki tiki tavi"
"1970","oh well part "
"1970","something"
"1970","my honey and me"
"1970","sing a song for freedom"
"1970","baby turn on to me"
"1970","im just a prisoner of your good lovin"
"1970","cottage cheese"
"1970","lookka py py"
"1970","black fox"
"1970","farther on down the road"
"1970","california soul"
"1970","rag mama rag"
"1970","sunshine"
"1970","capture the moment"
"1970","wont find better than me"
"1970","come together"
"1970","ball and chain"
"1970","je tamimemoi non plus"
"1970","let me back in"
"1970","glory glory"
"1970","funk "
"1970","bold soul sister"
"1970","the funniest thing"
"1970","how can i tell my mom  dad"
"1970","time waits for no one"
"1970","hello darlin"
"1970","sweet feeling"
"1970","medley a change is gonna come  people gotta be free"
"1970","paranoid"
"1970","where are you going to my love"
"1970","stand by me"
"1970","cryin in the streets part "
"1970","big leg woman with a short short mini skirt"
"1970","she lets her hair down early in the morning"
"1970","why should i cry"
"1970","come on and say it"
"1970","i just dont know what to do with myself"
"1970","nothing succeeds like success"
"1970","victoria"
"1970","that same old feeling"
"1970","screaming night hog"
"1970","got to see if i cant get mommy to come back home"
"1970","welfare cadillac"
"1970","i love you"
"1970","and my heart sang tra la la"
"1970","our world"
"1970","youve been my inspiration"
"1970","deeper in love with you"
"1970","the declaration"
"1970","superman"
"1970","add some music to your day"
"1970","living loving maid shes just a woman"
"1970","dear prudence"
"1970","black night"
"1970","easy rider let the wind pay the way"
"1970","hello its me"
"1970","gonna give her all the love i got"
"1970","that same old feeling"
"1970","stay away from me i love you too much"
"1970","carolina in my mind"
"1970","holy man"
"1970","big yellow taxi"
"1970","down by the river"
"1970","is it because im black"
"1970","she said yes"
"1970","you me and mexico"
"1970",""
"1970","but for love"
"1970","where did all the good times go"
"1970","uncle johns band"
"1970","going to the country"
"1970","i need help i cant do it alone"
"1970","just let it come"
"1970","song from mash"
"1970","she didnt know she kept on talking"
"1970","is anybody goin to san antone"
"1970","grover henson feels forgotten"
"1970","i cant believe that youve stopped loving me"
"1970","he made a woman out of me"
"1970","when the party is over"
"1970","if walls could talk"
"1970","red red wine"
"1970","you better think twice"
"1970","love uprising"
"1970","heartbreaker"
"1970","shes ready"
"1970","my way"
"1970","i like your loving"
"1970","gimme shelter"
"1970","she cried"
"1970","carolina in my mind"
"1970","brown paper bag"
"1970","what am i gonna do"
"1970","are you getting any sunshine"
"1970","we can make it baby"
"1970","long lonely nights"
"1970","empty pages"
"1970","superstar"
"1970","morning much better"
"1970","jerusalem"
"1970","killer joe"
"1970","save the country"
"1970","simply call it love"
"1970","free the people"
"1970","your own back yard"
"1970","can you feel it"
"1970","down in the alley"
"1970","keep on doin"
"1970","long and lonesome road"
"1970","i call my baby candy"
"1970","girls will be girls boys will be boys"
"1970","to be young gifted and black"
"1970","run sally run"
"1970","silly silly fool"
"1970","something"
"1970","que sera sera whatever will be will be"
"1970","stoned cowboy"
"1970","one day of your life"
"1970","time to kill"
"1970","dont make me over"
"1970","yours love"
"1970","drop by my place"
"1970","let the music take your mind"
"1970","humphrey the camel"
"1970","barbara i love you"
"1970","mornin mornin"
"1970","six white horses"
"1970","friends"
"1970","black hands white cotton"
"1970","the witch"
"1970","woodstock"
"1970","i got a thing you got a thing everybodys got a thing"
"1970","got to believe in love"
"1970","together"
"1970","the court of the crimson king part "
"1970","apartment "
"1970","them changes"
"1970","sunset strip"
"1970","if you do believe in love"
"1970","i wanna know if its good to you"
"1970","gas lamps and clay"
"1970","fifteen years ago"
"1970","i who have nothing"
"1970","baby i love you"
"1970","whiter shade of pale"
"1970","groovin out on life"
"1970","brighton hill"
"1970","i cant tell the bottom from the top"
"1970","fire  rain"
"1970","just seventeen"
"1970","lovin you baby"
"1970","coal miners daughter"
"1970","america  standing medley"
"1970","because i love you"
"1970","destiny"
"1970","lucifer"
"1970","its so nice"
"1970","love minus zerono limit"
"1970","comin home"
"1970","everything is going to be alright"
"1970","susieq"
"1970","greenwood mississippi"
"1970","its your life"
"1970","the gangs back again"
"1970","july  "
"1970","compared to what"
"1970","this is my love song"
"1970","man of constant sorrow"
"1970","primrose lane"
"1970","i started loving you again"
"1970","darkness darkness"
"1970","im gonna love you"
"1970","dreams"
"1970","country preacher"
"1970","buffalo soldier"
"1970","beaucoups of blues"
"1970","i have learned to do without you"
"1970","the ghetto part "
"1970","its just a matter of time"
"1970","funky man"
"1970","think about your children"
"1970","melanie makes me smile"
"1970","wonder could i live there anymore"
"1970","loving you is a natural thing"
"1970","baby make it soon"
"1970","get down people"
"1970","georgia took her back"
"1970","what a bummer"
"1970","shades of green"
"1970","i would be in love anyway"
"1970","cant help falling in love"
"1970","sweet sweetheart"
"1970","she lets her hair down early in the morning"
"1970","groovin with mr bloe"
"1970","hand clapping song"
"1970","come into my life"
"1970","keep on loving me youll see the change"
"1970","get into something"
"1970","after the feeling is gone"
"1970","i cant be you you cant be me"
"1970","more than i can stand"
"1970","a friend in the city"
"1970","theme music for the film  a space odyssey"
"1970","mill valley"
"1970","thank god and greyhound"
"1970","a world without music"
"1970","down by the river"
"1970","alright in the city"
"1970","funky chicken part "
"1970","let this be a letter to my baby"
"1970","cole cooke and redding"
"1970","monster mash"
"1970","if only i had my mind on something else"
"1970","baby is there something on your mind"
"1970","im better off without you"
"1970","some beautiful"
"1970","help me find a way to say i love you"
"1970","you keep tightening up on me"
"1970","up on the roof"
"1970","run woman run"
"1970","border song"
"1970","johnny b goode"
"1970","the fightin side of me"
"1970","dear ann"
"1970","wrap it up"
"1970","tobacco road"
"1970","hang on sloopy"
"1970","no arms can ever hold you"
"1970","father come on home"
"1970","feelings"
"1970","i gotta let you go"
"1970","thats the way i want our love"
"1970","where have all our heroes gone"
"1970","the lights of tucson"
"1970","rock island line"
"1970","take it off him and put it on me"
"1970","patch of blue"
"1970","heighdyho princess"
"1970","free to carry on"
"1970","then shes a lover"
"1970","losers weepers part "
"1970","good morning freedom"
"1970","save your sugar for me"
"1970","fire and rain"
"1970","one light two lights"
"1970","ioio"
"1970","the taker"
"1970","a womans way"
"1970","i got a problem"
"1970","lady love"
"1970","dont worry baby"
"1970","youve made me so very happy"
"1970","see the light"
"1970","where are you going"
"1970","time to get it together"
"1970","this bitter earth"
"1970","want you to know"
"1970","thank you girl"
"1970","bring it on home"
"1970","if youve got a heart"
"1970","i want to do everything for you"
"1970","baby dont take your love"
"1970","love peace and happiness"
"1970","you keep me hangin onhurt so bad medley"
"1970","angelica"
"1970","satin red and black velvet woman"
"1970","i think i love you again"
"1970","mississippi mama"
"1970","check yourself"
"1970","he loves me all the way"
"1970","jesus is just alright"
"1970","give a woman love"
"1970","animal zoo"
"1970","day is done"
"1970","cant get over losing you"
"1970","lets make each other happy"
"1970","love like a man"
"1970","i remember summer morning"
"1970","oh my my"
"1970","looky looky look at me girl"
"1970","laughin and clownin"
"1970","if my heart could speak"
"1970","i heard the voice of jesus"
"1970","a song that never comes"
"1970","spirit in the sky"
"1970","message from a black man"
"1970","alone again or"
"1970","sing out the love in my heart"
"1970","move me o wondrous music"
"1970","lay lady lay"
"1970","listen here"
"1970","eve of destruction"
"1970","ill see him through"
"1970","dont let the music slip away"
"1970","sparkle and shine"
"1970","darling dear"
"1970","my souls got a hole in it"
"1969","aquariuslet the sunshine in the flesh failures"
"1969","in the year  exordium  terminus"
"1969","get back"
"1969","sugar sugar"
"1969","honky tonk women"
"1969","everyday people"
"1969","dizzy"
"1969","wedding bell blues"
"1969","i cant get next to you"
"1969","crimson and clover"
"1969","na na hey hey kiss him goodbye"
"1969","love theme from romeo  juliet"
"1969","leaving on a jet plane"
"1969","come together"
"1969","someday well be together"
"1969","suspicious minds"
"1969","crystal blue persuasion"
"1969","proud mary"
"1969","spinning wheel"
"1969","a boy named sue"
"1969","youve made me so very happy"
"1969","hair"
"1969","im gonna make you love me"
"1969","hot fun in the summertime"
"1969","jean"
"1969","love can make you happy"
"1969","green river"
"1969","take a letter maria"
"1969","its your thing"
"1969","and when i die"
"1969","bad moon rising"
"1969","traces"
"1969","build me up buttercup"
"1969","little woman"
"1969","worst that could happen"
"1969","time of the season"
"1969","good morning starshine"
"1969","something"
"1969","wichita lineman"
"1969","down on the corner"
"1969","touch me"
"1969","grazing in the grass"
"1969","soulful strut"
"1969","in the ghetto"
"1969","easy to be hard"
"1969","sweet caroline good times never seemed so good"
"1969","my cherie amour"
"1969","oh happy day"
"1969","only the strong survive"
"1969","what does it take to win your love"
"1969","put a little love in your heart"
"1969","galveston"
"1969","too busy thinking about my baby"
"1969","hawaii fiveo"
"1969","one"
"1969","baby its you"
"1969","get together"
"1969","hooked on a feeling"
"1969","smile a little smile for me"
"1969","indian giver"
"1969","can i change my mind"
"1969","ill never fall in love again"
"1969","run away child running wild"
"1969","cloud nine"
"1969","time is tight"
"1969","ruby dont take your love to town"
"1969","these eyes"
"1969","this magic moment"
"1969","holly holy"
"1969","twentyfive miles"
"1969","you showed me"
"1969","i started a joke"
"1969","everybodys talkin"
"1969","this girls in love with you"
"1969","yesterme yesteryou yesterday"
"1969","atlantis"
"1969","lay lady lay"
"1969","sweet cherry wine"
"1969","the boxer"
"1969","color him father"
"1969","thats the way love is"
"1969","the ballad of john and yoko"
"1969","baby baby dont cry"
"1969","gitarzan"
"1969","polk salad annie"
"1969","baby i love you"
"1969","tracy"
"1969","hang em high"
"1969","my whole world ended the moment you left me"
"1969","this girl is a woman now"
"1969","israelites"
"1969","elis coming"
"1969","sonofa preacher man"
"1969","oh what a night"
"1969","backfield in motion"
"1969","im gonna make you mine"
"1969","laughing"
"1969","rock me"
"1969","im livin in shame"
"1969","cinnamon"
"1969","mother popcorn you got to have a mother for me part "
"1969","ive gotta be me"
"1969","do your thing"
"1969","going up the country"
"1969","is that all there is"
"1969","if i can dream"
"1969","games people play"
"1969","gimme gimme good lovin"
"1969","more today than yesterday"
"1969","hurt so bad"
"1969","share your love with me"
"1969","quentins theme"
"1969","too weak to fight"
"1969","the chokin kind"
"1969","black pearl"
"1969","love me tonight"
"1969","goodbye "
"1969","lo mucho que te quiero the more i love you"
"1969","baby im for real"
"1969","my pledge of love"
"1969","fortunate son"
"1969","hot smoke  sasafrass"
"1969","give peace a chance"
"1969","going in circles"
"1969","id wait a million years"
"1969","cherry hill park"
"1969","dont give in to him"
"1969","give it up or turnit a loose"
"1969","things id like to say"
"1969","keemosabe"
"1969","these eyes"
"1969","youve lost that lovin feeling"
"1969","ramblin gamblin man"
"1969","morning girl"
"1969","friendship train"
"1969","eleanor rigby"
"1969","soul deep"
"1969","mr sun mr moon"
"1969","your good thing is about to end"
"1969","when i die"
"1969","everyday with you girl"
"1969","ball of fire"
"1969","stand by your man"
"1969","but you know i love you"
"1969","the nitty gritty"
"1969","yesterday when i was young"
"1969","the weight"
"1969","pinball wizard"
"1969","let me"
"1969","workin on a groovy thing"
"1969","the letter"
"1969","whats the use of breaking up"
"1969","take care of your homework"
"1969","dont let the joneses get you down"
"1969","i dont want nobody to give me nothing open up the door ill get it myself part "
"1969","jealous kind of fella"
"1969","suite judy blue eyes"
"1969","choice of colors"
"1969","theres gonna be a showdown"
"1969","let a man come in and do the popcorn part one"
"1969","day is done"
"1969","good old rock n roll"
"1969","papas got a brand new bag"
"1969","brother loves traveling salvation show"
"1969","sugar on sunday"
"1969","happy heart"
"1969","medicine man part i"
"1969","undun"
"1969","i can sing a rainbowlove is blue"
"1969","stand"
"1969","i turned you on"
"1969","what kind of fool do you think i am"
"1969","try a little kindness"
"1969","hey jude"
"1969","cissy strut"
"1969","you gave me a mountain"
"1969","a brand new me"
"1969","heaven knows"
"1969","moody woman"
"1969","you i"
"1969","i can hear music"
"1969","a ray of hope"
"1969","this is my country"
"1969","ill try something new"
"1969","i got a line on you"
"1969","california soul"
"1969","mind body and soul"
"1969","ruben james"
"1969","therell come a time"
"1969","wheres the playground susie"
"1969","birthday"
"1969","carry me back"
"1969","mendocino"
"1969","along came jones"
"1969","goodnight my love"
"1969","my way"
"1969","see"
"1969","the composer"
"1969","sweet cream ladies forward march"
"1969","i cant see myself leaving you"
"1969","reconsider me"
"1969","jesus is a soul man"
"1969","marrakesh express"
"1969","crossroads live"
"1969","make believe"
"1969","bella linda"
"1969","try a little tenderness"
"1969","heather honey"
"1969","its getting better"
"1969","commotion"
"1969","groovy grubworm"
"1969","walk on by"
"1969","the popcorn"
"1969","mercy"
"1969","good lovin aint easy to come by"
"1969","the river is wide"
"1969","move over"
"1969","snatching it back"
"1969","in a moment"
"1969","the windmills of your mind"
"1969","no matter what sign you are"
"1969","my song"
"1969","will you be staying after sunday"
"1969","doggone right"
"1969","cloud nine"
"1969","did you see her eyes"
"1969","abraham martin and john"
"1969","nothing but a heartache"
"1969","the days of sand and shovels"
"1969","to know you is to love you"
"1969","daddys little man"
"1969","i guess the lord must be in new york city"
"1969","is it something youve got"
"1969","no not much"
"1969","sophisticated cissy"
"1969","clean up your own back yard"
"1969","memories live"
"1969","to susan on the west coast waiting"
"1969","abraham martin and john"
"1969","baby lets wait"
"1969","with pen in hand"
"1969","ive been hurt"
"1969","we got more soul"
"1969","dont let me down"
"1969","sunday mornin"
"1969","true grit"
"1969","ready or not here i come cant hide from love"
"1969","testify i wonna"
"1969","the beginning of my end"
"1969","make your own kind of music"
"1969","barabajagal love is hot"
"1969","let a woman be a woman  let a man be a man"
"1969","so good together"
"1969","let it be me"
"1969","the april fools"
"1969","first of may"
"1969","im free"
"1969","world part "
"1969","by the time i get to phoenix"
"1969","here i go again"
"1969","mrs robinson"
"1969","soulshake"
"1969","something in the air"
"1969","dont touch me"
"1969","the minotaur"
"1969","moonflight"
"1969","special delivery"
"1969","does anybody know im here"
"1969","seattle"
"1969","im a better man"
"1969","heaven"
"1969","are you happy"
"1969","so i can love you"
"1969","may i"
"1969","dont know why i love you"
"1969","nobody but you babe"
"1969","you got yours  ill get mine"
"1969","echo park"
"1969","love will find a way"
"1969","dont it make you want to go home"
"1969","soul sister brown sugar"
"1969","muddy river"
"1969","johnny one time"
"1969","kozmic blues"
"1969","lowdown popcorn"
"1969","the way it used to be"
"1969","on the dock of the bay"
"1969","home cookin"
"1969","daddy sang bass"
"1969","we love you call collect"
"1969","earth angel will you be mine"
"1969","california dreamin"
"1969","odds and ends"
"1969","dont let love hang you up"
"1969","roosevelt and ira lee night of the mossacin"
"1969","wishful sinful"
"1969","memphis underground"
"1969","honey i miss you"
"1969","the pledge of allegiance"
"1969","but its alright"
"1969","ill hold out my hand"
